F1,F2,F3,F4,F5,F6,F7,F8,label
410.0,5.182926829268292,0.5341463414634147,0.17317073170731706,1.6292682926829267,0.7268292682926829,0.68,0.0,0
25.0,4.76,0.52,0.04,1.32,0.92,0.4,0.0,0
404.0,5.24009900990099,0.4034653465346535,0.1485148514851485,1.7623762376237624,0.7673267326732673,1.08,0.0,0
18.0,6.222222222222222,0.2777777777777778,0.0,2.111111111111111,0.8333333333333334,0.5555555555555556,0.0,0
104.0,4.8173076923076925,0.4423076923076923,0.10576923076923077,1.5576923076923077,0.7788461538461539,0.76,0.0,0
236.0,5.279661016949152,0.5127118644067796,0.0635593220338983,1.8135593220338984,0.8050847457627118,0.9,0.0,0
21.0,5.428571428571429,0.3333333333333333,0.0,1.7142857142857142,0.6190476190476191,0.047619047619047616,0.0,0
135.0,4.266666666666667,0.4740740740740741,0.17777777777777778,1.348148148148148,0.7037037037037037,0.46,0.0,0
1.0,9.0,0.0,0.0,4.0,1.0,1.0,0.0,0
419.0,4.856801909307876,0.5322195704057279,0.13842482100238662,1.4844868735083532,0.6515513126491647,0.74,1.0,0
269.0,4.817843866171004,0.4052044609665427,0.1524163568773234,1.6654275092936803,0.6840148698884758,0.86,1.0,0
